Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"N Bondarenko, P Soponar","Empowering the Underbanked: A Comparative Analysis of Decentralized Finance (DeFi) Solutions for Financial Inclusion",2024,"","theconnecter.io","https://www.theconnecter.io/pdf/2024-01-24-_YNBC%20and%20The%20Connecter%20R_D_%20Comparative%20Analysis%20of%20DeFi%20Solutions.pdf","",698,"2024-07-30 23:13:48","PDF","","","",,,,,0,0.00,0,2,1,"… Decentralized Finance (DeFi) solutions designed to empower underbanked populations by fostering financial inclusion. Through an examination of different DeFi … of diverse DeFi …","https://www.theconnecter.io/pdf/2024-01-24-_YNBC%20and%20The%20Connecter%20R_D_%20Comparative%20Analysis%20of%20DeFi%20Solutions.pdf","https://scholar.google.com/scholar?q=related:BJWV4M0KQOcJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
2,"GW Church","A Mechanism for Financing Decentralized Governemnt",1972,"Urb. Law.","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/urban4&section=70","https://scholar.google.com/scholar?cites=224376510351954119&as_sdt=2005&sciodt=0,5&hl=en",699,"2024-07-30 23:13:48","","","","",,,,,2,0.04,2,1,52,"FRAGMENTATION OF the tax base today is, as we all know, responsible for many of the problems plaguing urban areas. The possibility that these problems might be exacerbated by …","","https://scholar.google.com/scholar?q=related:x1B4Uz8lHQMJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
20,"KK Odero","PRSPs in decentralized contexts: Comparative lessons on local planning and fiscal dimensions",2004,"World Bank","Citeseer","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=d51b42f04373d1ba861e5e5e91bab007dcfc347e","https://scholar.google.com/scholar?cites=15355953059096970338&as_sdt=2005&sciodt=0,5&hl=en",700,"2024-07-30 23:13:48","PDF","","","",,,,,20,1.00,20,1,20,"… likely be developed largely by decentralized nations. This poses a … on planning for poverty reduction in decentralized polities. … , was that planning and financing of local investments must …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=d51b42f04373d1ba861e5e5e91bab007dcfc347e","https://scholar.google.com/scholar?q=related:YkQMq_JNG9UJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"I Supriadi, RU Maghfiroh, ...","DECENTRALIZED ISLAMIC FINANCE: HARNESSING BLOCKCHAIN TECHNOLOGY",2024,"EL DINAR: Jurnal …","ejournal.uin-malang.ac.id","https://ejournal.uin-malang.ac.id/index.php/eldinar/article/view/23333","",701,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,3,1,"… be used to build a decentralized Islamic financial system. The … technology in decentralized finance ensures equitable … technology in constructing a decentralized Islamic financial system, …","","https://scholar.google.com/scholar?q=related:mics9w6z20MJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"N Choi, H Kim","Decentralized Exchange Transaction Analysis and Maximal Extractable Value Attack Identification: Focusing on Uniswap USDC3",2024,"Electronics","mdpi.com","https://www.mdpi.com/2079-9292/13/6/1098","",702,"2024-07-30 23:13:48","HTML","","","",,,,,0,0.00,0,2,1,"… The structure of this paper aims to explain blockchain decentralized finance and decentralized exchanges in Section 2, and to analyze vulnerabilities in blockchain and …","https://www.mdpi.com/2079-9292/13/6/1098","https://scholar.google.com/scholar?q=related:cbcIp-sEjOEJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
1,"A Capponi, N Kaplan, A Sarkar","Can Decentralized Finance Provide More Protection for Crypto Investors?",2022,"","ideas.repec.org","https://ideas.repec.org/p/fip/fednls/95363.html","https://scholar.google.com/scholar?cites=5788800224893101021&as_sdt=2005&sciodt=0,5&hl=en",703,"2024-07-30 23:13:48","","","","",,,,,1,0.50,0,3,2,"… platforms to decentralized finance (DeFi) protocols might afford investors better protection, especially in the absence of regulatory changes. We argue that while DeFi provides some …","","https://scholar.google.com/scholar?q=related:3WN0WCLzVVAJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
3,"B Chandler, P Stiles, J Blinken","DeFi Flash Loans: What'Atomicity'Makes Possible-Why Does This Innovation Not Already Exist in Traditional Finance?",2022,"Available at SSRN 4116909","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4116909","https://scholar.google.com/scholar?cites=16253477586109830895&as_sdt=2005&sciodt=0,5&hl=en",704,"2024-07-30 23:13:48","","","","",,,,,3,1.50,1,3,2,"… But, in the emerging markets of Decentralized Finance (“DeFi”), this product has existed since 2019. It’s called a Flash Loan. … To our knowledge, this is the first paper to connect …","","https://scholar.google.com/scholar?q=related:75bZ_L_zj-EJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"D Mikhaylov, A Shafeeg, I Shazhaev, ...","Decentralized Autonomous Organization (DAO)–A Review",2023,"Indonesian Journal of …","ijcs.net","http://ijcs.net/ijcs/index.php/ijcs/article/view/3590","",705,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,4,1,"… Unlike decentralized finance (DeFi) in general, which uses blockchain to replace trusted third parties in banking, lending, investing, and other financial transactions, DAOs use …","http://ijcs.net/ijcs/index.php/ijcs/article/download/3590/420","https://scholar.google.com/scholar?q=related:-lJCN2XdPugJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
236,"F Allen, X Gu, J Jagtiani","Fintech, cryptocurrencies, and CBDC: Financial structural transformation in China",2022,"Journal of International Money and Finance","Elsevier","https://www.sciencedirect.com/science/article/pii/S0261560622000286","https://scholar.google.com/scholar?cites=11248955890971299491&as_sdt=2005&sciodt=0,5&hl=en",706,"2024-07-30 23:13:48","","","","",,,,,236,118.00,79,3,2,"… Financial technology (fintech) and decentralized finance (DeFi) have penetrated all areas of … , and payment processing could become decentralized, requiring no intermediation. A …","https://durham-repository.worktribe.com/preview/1192224/37132.pdf","https://scholar.google.com/scholar?q=related:o85hh8hRHJwJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
1942,"M Dewatripont, E Maskin","Credit and efficiency in centralized and decentralized economies",1995,"The Review of Economic Studies","academic.oup.com","https://academic.oup.com/restud/article-abstract/62/4/541/1544120","https://scholar.google.com/scholar?cites=16330281721896824187&as_sdt=2005&sciodt=0,5&hl=en",707,"2024-07-30 23:13:48","","","","",,,,,1942,66.97,971,2,29,"We study a credit model where, because of adverse selection, unprofitable projects may nevertheless be financed. Indeed they may continue to be financed even when shown to be low-…","https://scholar.harvard.edu/sites/scholar.harvard.edu/files/maskin/files/credit_and_efficiency_in_centralized_and_decentralized_economies.pdf","https://scholar.google.com/scholar?q=related:e-22W7TQoOIJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"Y Li, Y Liu, R Sun, Z Xu","To a Decentralized Future: Benefits that Blockchain Could Endow the Financing World",2023,"International Conference on Economic …","Springer","https://link.springer.com/chapter/10.1007/978-981-97-0523-8_61","",708,"2024-07-30 23:13:48","","10.1007/978-981-97-0523-8_61","","",,,,,0,0.00,0,4,1,"… that wants to participate in a decentralized finance system, giving them a platform to host an … By inheriting the efficiency and secure characteristic brought by the decentralized nature of …","","https://scholar.google.com/scholar?q=related:SgoAFOjjpMgJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
1,"SMBM Moreno, JM Seigneur","Using Decentralized Social Trust as an Alternative Way to Prove Someone's Address",2022,"2022 IEEE 13th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9930197/","https://scholar.google.com/scholar?cites=6930450249440120542&as_sdt=2005&sciodt=0,5&hl=en",709,"2024-07-30 23:13:48","","","","",,,,,1,0.50,1,2,2,"… lending or other decentralized finance services. … in decentralized finance applications [27]. Second, to create a business model – eg, using a tokenomics linked to decentralized finance …","https://access.archive-ouverte.unige.ch/access/metadata/862f8939-b18d-4bd1-8480-b4b0e4987de9/download","https://scholar.google.com/scholar?q=related:3k5lY8jnLWAJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
291,"MC Tsang","Financial reform of basic education in China",1996,"Economics of Education Review","Elsevier","https://www.sciencedirect.com/science/article/pii/S0272775796000167","https://scholar.google.com/scholar?cites=10084406743997760142&as_sdt=2005&sciodt=0,5&hl=en",710,"2024-07-30 23:13:48","","","","",,,,,291,10.39,291,1,28,"… Other arrangements for decentralized financing and administration are permitted, and local governments should employ an arrangement best suited to their conditions (China Education …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=327983357a335103c5850cda2e2899bfef879e5f","https://scholar.google.com/scholar?q=related:jkKKEoEC84sJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"Z Ge","Decentralized finance (DeFi) applications",2023,"","dr.ntu.edu.sg","https://dr.ntu.edu.sg/handle/10356/168259","",711,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,1,1,"… Decentralized finance (DeFi) is a rapidly growing industry, and peer-to-peer (P2P) lending is one of the most popular applications within the DeFi … This project explores the DeFi solution …","","https://scholar.google.com/scholar?q=related:sUZTPDst1uIJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
15,"RC Tossou, MM Zinnah","Search for better institutional arrangements for agricultural extension services in a decentralized context: the Republic of Benin",2005,"Journal of International Agricultural and …","researchgate.net","https://www.researchgate.net/profile/Rigobert-Tossou/publication/262684690_Search_for_Better_Institutional_Arrangements_for_Agricultural_Extension_Services_in_a_Decentralized_Context_The_Republic_of_Benin/links/55b75a0f08aed621de045c72/Search-for-Better-Institutional-Arrangements-for-Agricultural-Extension-Services-in-a-Decentralized-Context-The-Republic-of-Benin.pdf","https://scholar.google.com/scholar?cites=16489991490206386488&as_sdt=2005&sciodt=0,5&hl=en",712,"2024-07-30 23:13:48","PDF","","","",,,,,15,0.79,8,2,19,"… to finance extension activities in the decentralized context … industries are able to finance agricultural extension services. This … various partners to finance local development programmes. …","https://www.researchgate.net/profile/Rigobert-Tossou/publication/262684690_Search_for_Better_Institutional_Arrangements_for_Agricultural_Extension_Services_in_a_Decentralized_Context_The_Republic_of_Benin/links/55b75a0f08aed621de045c72/Search-for-Better-Institutional-Arrangements-for-Agricultural-Extension-Services-in-a-Decentralized-Context-The-Republic-of-Benin.pdf","https://scholar.google.com/scholar?q=related:OEn3guQ32OQJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"S Chhabra","The Future of Decentralized Finance in India",2023,"Available at SSRN 4455049","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4455049","",713,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,1,1,"… DeFi holds immense promise in reshaping the country's financial ecosystem. This essay aims to explore the potential of decentralized finance … significant opportunities that DeFi offers in …","","https://scholar.google.com/scholar?q=related:BMJF2UEPxDYJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
1,"N Wunderlich, J Schwiderowski, R Beck","Decentralized Service: An Initiation of Blockchain Value Creation into Service Science",2023,"","scholarspace.manoa.hawaii.edu","https://scholarspace.manoa.hawaii.edu/items/5ce0646b-e493-47ae-904c-c91adb7e8aaf","https://scholar.google.com/scholar?cites=17340178921732680347&as_sdt=2005&sciodt=0,5&hl=en",714,"2024-07-30 23:13:48","","","","",,,,,1,1.00,0,3,1,"… -based decentralized finance, we shed light on how properties of decentralized technology … With this conceptual research, we postulate five propositions of decentralized value creation …","https://scholarspace.manoa.hawaii.edu/bitstreams/274e4661-bc19-430a-a37d-19206ef557bb/download","https://scholar.google.com/scholar?q=related:m6qXa9uwpPAJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"Z Li, W Li, X Li, Y Zhang","StateGuard: Detecting State Derailment Defects in Decentralized Exchange Smart Contract",2024,"Companion Proceedings of the ACM on Web …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3589335.3651562","",715,"2024-07-30 23:13:48","","10.1145/3589335.3651562","","",,,,,0,0.00,0,4,1,"… DEXs have become a core component of decentralized finance (DeFi) but have encountered some challenges [6]. Despite security advantages, DEX platforms remain vulnerable to …","https://arxiv.org/pdf/2405.09181","https://scholar.google.com/scholar?q=related:NQQKuW5GS-wJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"H Kim, HS Kim, YS Park","Decentralized Valuation and Inflation Control for NFTs in Incentivized Play-to-Earn Web3 Applications",2023,"arXiv preprint arXiv:2306.13672","arxiv.org","https://arxiv.org/abs/2306.13672","",716,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,3,1,"… Finance [11], a financial branch of Dapp, is a prime example of Decentralized Finance (DeFi) that runs a decentralized … Curve Finance’s service uses various forms of contribution and …","https://arxiv.org/pdf/2306.13672","https://scholar.google.com/scholar?q=related:qcZIbTl10H0J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
2,"R Gouiaa, F Hdhili, M Jansen","A Dag Based Decentralized Oracle Model: Implementation and Evaluation",2022,"Blockchain and Applications: 3rd …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-86162-9_31","https://scholar.google.com/scholar?cites=5312164757590709703&as_sdt=2005&sciodt=0,5&hl=en",717,"2024-07-30 23:13:48","","10.1007/978-3-030-86162-9_31","","",,,,,2,1.00,1,3,2,"… The centralized oracles are a major stumbling block because blockchain as a decentralized … of the most well-known decentralized oracles in the decentralized finance world. It is an off-…","","https://scholar.google.com/scholar?q=related:xxWLtLOZuEkJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"C Friesendorf, A Blütener","Decentralized Finance: Safety and Security",2023,"Decentralized Finance (DeFi) How …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-37488-3_6","",718,"2024-07-30 23:13:48","","10.1007/978-3-031-37488-3_6","","",,,,,0,0.00,0,2,1,"… DeFi and its rapid growth. Because of this, there are sporadic efforts aimed at creating regulations that will govern the use of DeFi … concerns that come with DeFi as well as elaborate on …","","https://scholar.google.com/scholar?q=related:eMfjHrMwdVgJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
4,"A Tumasjan","The promise and prospects of blockchain-based decentralized business models",2024,"Knowledge and digital technology","library.oapen.org","https://library.oapen.org/bitstream/handle/20.500.12657/87614/978-3-031-39101-9.pdf?sequence=1#page=206","https://scholar.google.com/scholar?cites=7409279709235718979&as_sdt=2005&sciodt=0,5&hl=en",719,"2024-07-30 23:13:48","PDF","","","",,,,,4,4.00,4,1,1,"… a financing deal, a BDBM-T1 (eg, DeFi applications for depositing or lending cryptocurrencies, such as Aave) requires customers to complete these tasks entirely by themselves. Thus, …","https://library.oapen.org/bitstream/handle/20.500.12657/87614/978-3-031-39101-9.pdf?sequence=1#page=206","https://scholar.google.com/scholar?q=related:QyuBtqMM02YJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
3,"LN Dyble","The Chicago Skyway in Illinois: Implications of local initiative, decentralized control, and independent financing",2012,"Transportation research record","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.3141/2297-15","https://scholar.google.com/scholar?cites=15826920702709724227&as_sdt=2005&sciodt=0,5&hl=en",720,"2024-07-30 23:13:48","","10.3141/2297-15","","",,,,,3,0.25,3,1,12,"… The decentralized system of highway financing that prevailed … decentralized highway administration in the 21st century, the skyway was once again the subject of questionable financing…","","https://scholar.google.com/scholar?q=related:Q_RJRYaEpNsJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
53,"Y Mehralizadeh","New reforms in the management of the university: transition from centralized to decentralized (university-based management) in Iran",2005,"Higher Education Policy","Springer","https://link.springer.com/article/10.1057/palgrave.hep.8300073","https://scholar.google.com/scholar?cites=11296205205878381341&as_sdt=2005&sciodt=0,5&hl=en",721,"2024-07-30 23:13:48","","10.1057/palgrave.hep.8300073","","",,,,,53,2.79,53,1,19,"… decentralized modes (University-Based Management — UBM). It argued that three key areas were involved namely: university financing, … terms of universitys’ financing, its structure and …","https://www.academia.edu/download/103203909/8300073a.pdf","https://scholar.google.com/scholar?q=related:HZtM7sguxJwJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"J Bergt","Decentralized Finance Unmasked",2023,"","nomos-elibrary.de","https://www.nomos-elibrary.de/?doi=10.5771/9783748943013","",722,"2024-07-30 23:13:48","","10.5771/9783748943013","","",,,,,0,0.00,0,1,1,"… Decentralized finance (DeFi) is a form of finance without central financial intermediaries. … of behavioral finance and public policy in the emerging field of decentralized finance. The work …","","https://scholar.google.com/scholar?q=related:WXvue3hp6gsJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
44,"R Matkovskyy","Centralized and decentralized bitcoin markets: Euro vs USD vs GBP",2019,"The Quarterly Review of Economics and Finance","Elsevier","https://www.sciencedirect.com/science/article/pii/S1062976918301194","https://scholar.google.com/scholar?cites=4270721182260795782&as_sdt=2005&sciodt=0,5&hl=en",723,"2024-07-30 23:13:48","","","","",,,,,44,8.80,44,1,5,"… (GBP) centralized and decentralized bitcoin cryptocurrency markets in terms of return volatility and interdependency. This comparison showed the decentralized bitcoin market has …","https://www.sciencedirect.com/science/article/am/pii/S1062976918301194","https://scholar.google.com/scholar?q=related:hhlku0mmRDsJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"B Wu, B Wu","Decentralized Finance (DeFi): Reinventing Financial Services",2022,"Blockchain for Teens: With Case Studies and …","Springer","https://link.springer.com/chapter/10.1007/978-1-4842-8808-5_8","",724,"2024-07-30 23:13:48","","10.1007/978-1-4842-8808-5_8","","",,,,,0,0.00,0,2,2,"… in decentralized finance. Then you were introduced to the five different layers of the DeFi services structure. Moreover, with a detailed introduction to the decentralized stablecoin, we …","","https://scholar.google.com/scholar?q=related:Fq3QS8sC96EJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
2,"AD Ricks, K Kasichainula, W Shi","Implications of decentralized autonomous organization on political campaign finance regulations",2019,"2019 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9032940/","https://scholar.google.com/scholar?cites=2400096351465585230&as_sdt=2005&sciodt=0,5&hl=en",725,"2024-07-30 23:13:48","","","","",,,,,2,0.40,1,3,5,"… to political financing … finance are examined through four use cases to demonstrate how these technologies can extend anonymous, foreign interference in political campaign financing …","http://www.hstabstractbook.org/index_htm_files/c-PID6152327.pdf","https://scholar.google.com/scholar?q=related:TjrRV-raTiEJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
5,"AMS Saleh","Blockchain for secure and decentralized artificial intelligence in cybersecurity: A comprehensive review",2024,"Blockchain: Research and Applications","Elsevier","https://www.sciencedirect.com/science/article/pii/S209672092400006X","https://scholar.google.com/scholar?cites=3772790488758632969&as_sdt=2005&sciodt=0,5&hl=en",726,"2024-07-30 23:13:48","HTML","","","",,,,,5,5.00,5,1,1,"… The study implied that, for decentralized finance to realize its full potential, solutions to … in the field of decentralized finance, including the expansion of decentralized exchanges and the …","https://www.sciencedirect.com/science/article/pii/S209672092400006X","https://scholar.google.com/scholar?q=related:CUJu3vWkWzQJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
259,"K Qin, L Zhou, A Gervais","Quantifying blockchain extractable value: How dark is the forest?",2022,"2022 IEEE Symposium on Security …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9833734/","https://scholar.google.com/scholar?cites=6246562130284982154&as_sdt=2005&sciodt=0,5&hl=en",727,"2024-07-30 23:13:48","","","","",,,,,259,129.50,86,3,2,"… Yet, opportunistic traders extract monetary value from the mesh of decentralized finance (DeFi) smart contracts through so-called blockchain extractable value (BEV). The recent …","https://arxiv.org/pdf/2101.05511","https://scholar.google.com/scholar?q=related:ii8Layk_sFYJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
2,"J Che","Decentralized Financing, Centralized Financing and the Dual Track System: Toward a New Theory of Soft Budget Constraints",2000,"","deepblue.lib.umich.edu","https://deepblue.lib.umich.edu/handle/2027.42/39646","https://scholar.google.com/scholar?cites=4046857120847575221&as_sdt=2005&sciodt=0,5&hl=en",728,"2024-07-30 23:13:48","","","","",,,,,2,0.08,2,1,24,"… from centralized financing to decentralized financing in fact … whereas a transition from centralized financing to a dual track system … from centralized financing to decentralized financing is …","https://deepblue.lib.umich.edu/bitstream/handle/2027.42/39646/wp261.pdf?sequence=3","https://scholar.google.com/scholar?q=related:tTjhOBxTKTgJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
25,"A Mahmoudi, M Sadeghi, LM Naeni","RETRACTED ARTICLE: Blockchain and supply chain finance for sustainable construction industry: ensemble ranking using Ordinal Priority Approach",2024,"Operations Management Research","Springer","https://link.springer.com/article/10.1007/s12063-023-00374-z","https://scholar.google.com/scholar?cites=12318541616757372296&as_sdt=2005&sciodt=0,5&hl=en",729,"2024-07-30 23:13:48","","10.1007/s12063-023-00374-z","","",,,,,25,25.00,8,3,1,"… Promisingly, SCF can be powered by blockchain innovations and create new forms of “Decentralized SCF.” Due to the topic’s novelty, “blockchain-enabled SCF solutions” has not been …","https://link.springer.com/content/pdf/10.1007/s12063-023-00374-z.pdf","https://scholar.google.com/scholar?q=related:iHWwgVVA9KoJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
2,"M Primorac","… Federalism and Local Finance-Volume I: How federal and decentralized systems work and institutional underpinnings. Volume II: Federal and decentralized …",2013,"Financial theory and practice","hrcak.srce.hr","https://hrcak.srce.hr/file/144047","https://scholar.google.com/scholar?cites=11862259622841695308&as_sdt=2005&sciodt=0,5&hl=en",730,"2024-07-30 23:13:48","PDF","","","",,,,,2,0.18,2,1,11,"… (Decentralized policies and governance, Financing and accountability, Taxation of natural resources, Governance considerations, Macro-fiscal management and political economy of …","https://hrcak.srce.hr/file/144047","https://scholar.google.com/scholar?q=related:TDzwLEc2n6QJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
3,"G Kaur, A Habibi Lashkari, I Sharafaldin, ...","DeFi Platforms",2023,"… Decentralized Finance …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-23340-1_3","https://scholar.google.com/scholar?cites=16840499796455619546&as_sdt=2005&sciodt=0,5&hl=en",731,"2024-07-30 23:13:48","","10.1007/978-3-031-23340-1_3","","",,,,,3,3.00,1,4,1,"… Decentralized finance platforms allow users to lend or borrow … DeFi does not rely on any intermediary parties such as banks, … This chapter looks into popular DeFi platforms and …","","https://scholar.google.com/scholar?q=related:2nvGD1d5tekJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
2,"M Chopra, C Mehta, P Lal, A Srivastava","Does the big boss of coins—Bitcoin—protect a portfolio of new-generation cryptos? Evidence from memecoins, stablecoins, NFTs and DeFi",2023,"China Finance Review …","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/CFRI-03-2023-0076/full/html","https://scholar.google.com/scholar?cites=4765292438383725153&as_sdt=2005&sciodt=0,5&hl=en",732,"2024-07-30 23:13:48","","10.1108/CFRI-03-2023-0076","","",,,,,2,2.00,1,4,1,"… finance (DeFi) protocol that allows users to … , a decentralized finance (DeFi) protocol, was one of the most significant projects regarding total value locked in crypto assets during the DeFi …","","https://scholar.google.com/scholar?q=related:YYq3oDm4IUIJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
49,"J Alm, HS Banzhaf","Designing economic instruments for the environment in a decentralized fiscal system",2012,"Journal of Economic Surveys","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-6419.2010.00632.x","https://scholar.google.com/scholar?cites=17149308071050567223&as_sdt=2005&sciodt=0,5&hl=en",733,"2024-07-30 23:13:48","","10.1111/j.1467-6419.2010.00632.x","","",,,,,49,4.08,25,2,12,"… does one design EIs in a decentralized fiscal system in which … tax instruments that can finance these expenditures and also … a related literature on public finance in a federal context. Well…","https://core.ac.uk/download/pdf/6462561.pdf","https://scholar.google.com/scholar?q=related:N161ZtSU_u0J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"H Cronqvist, DJ Pely","The Elgar Companion to Decentralized Finance, Digital Assets, and Blockchain Technologies",2024,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=VQQOEQAAQBAJ&oi=fnd&pg=PR1&dq=defi%7Cdecentralized+finance&ots=E_6nQGs_hc&sig=UtLpF_sXhIM1vz4dgJGGlHS5rrs","",734,"2024-07-30 23:13:48","BOOK","","","",,,,,0,0.00,0,2,1,"This timely Companion offers keen insights into the challenges of valuing digital versus traditional assets, exploring how behavioural and social traits, states and actions can cause …","","https://scholar.google.com/scholar?q=related:sMz5AX_absMJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
77,"GW Kivumbi, F Kintu","Exemptions and waivers from cost sharing: ineffective safety nets in decentralized districts in Uganda",2002,"Health Policy and planning","academic.oup.com","https://academic.oup.com/heapol/article-abstract/17/suppl_1/64/664504","https://scholar.google.com/scholar?cites=12810565275152513404&as_sdt=2005&sciodt=0,5&hl=en",735,"2024-07-30 23:13:48","","","","",,,,,77,3.50,39,2,22,"… In encouraging decentralized districts to introduce cost sharing in their area of jurisdiction … strategy for health financing within the framework of service delivery in decentralized districts. …","https://academic.oup.com/heapol/article-pdf/17/suppl_1/64/9809028/170064.pdf","https://scholar.google.com/scholar?q=related:fHlrlT5FyLEJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"HK Hristov","Is decentralized finance a better alternative to traditional finance?",2023,"","um.edu.mt","https://www.um.edu.mt/library/oar/handle/123456789/115435","",736,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,1,1,"… Decentralized Finance (DeFi) as a potential replacement, complement, or disruption to traditional finance… , the study highlights the innovative benefits of DeFi, such as its accessibility, …","","https://scholar.google.com/scholar?q=related:DYhlTlNi1yoJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
10,"J Milionis, CC Moallemi, T Roughgarden, ...","Quantifying loss in automated market makers",2022,"… Decentralized Finance …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3560832.3563441","https://scholar.google.com/scholar?cites=7370804944645730965&as_sdt=2005&sciodt=0,5&hl=en",737,"2024-07-30 23:13:48","","10.1145/3560832.3563441","","",,,,,10,5.00,3,4,2,"We consider the market microstructure of automated market making and, specifically, constant function market makers (CFMMs), from the economic perspective of passive liquidity …","https://dl.acm.org/doi/pdf/10.1145/3560832.3563441","https://scholar.google.com/scholar?q=related:lTJNggtcSmYJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
